event_id,user_id,event_type,event_timestamp,page_url,session_id,browser,os,device_type,country,city,page_views,time_spent,is_conversion
0869721e-dc56-436b-90a2-98650866d997,williamthompson,click,2023-03-21 23:40:43,/product/4,45d0cdff-2969-4dc2-bd87-35027817f85d,Firefox,MacOS,tablet,AU,North John,15,80.6,True
0f83f39d-42cc-4f56-acd1-6d3d9f2d01ed,imitchell,click,2023-08-02 11:33:42,/product/20,4a3f6900-f179-400e-a0a5-563663eed4b6,Edge,Windows,mobile,AU,Watsonfort,13,111.23,False
54e9c100-02bc-4779-b3d9-8374be7b40cc,williamsjoshua,page_view,2023-01-18 10:24:30,/product/17,9e5b9d48-f007-4407-bbac-cbb38fc912c3,Safari,MacOS,mobile,IN,Mclaughlinshire,1,102.69,True
0d52771d-9a0e-4d5b-8548-361dd71ce863,anthony15,click,2023-03-21 00:20:19,/product/77,83453159-2189-40ac-a8cb-6c29f128dada,Edge,iOS,mobile,UK,Chandlerburgh,10,104.98,False
31fb10bc-9c69-418b-bd00-cad0d65ee2f4,shirleyowens,add_to_cart,2023-08-09 03:37:52,/product/64,edf926d8-8e3b-4e48-bb9c-b3671d957b85,Firefox,Windows,desktop,IN,Michaelberg,17,23.97,False
f22ece05-4e50-408a-a2cb-4e8a40d1cb6e,adam13,page_view,2023-01-08 10:54:41,/product/65,e4fcb25d-a0dc-44ba-96ee-728c3cd51360,Chrome,Android,desktop,IN,Ashleyburgh,14,46.21,True
0afcea12-b952-4485-88ef-9715febd75e1,crystal47,click,2023-05-13 10:52:23,/product/26,9dd961e6-9670-465d-8979-47a89684efc9,Edge,MacOS,tablet,CA,New Sherry,5,105.46,False
61f33a3e-babe-4cd6-bca2-1fdf48e437ad,mruiz,page_view,2023-02-04 15:32:25,/product/52,24b72a53-d882-4447-96ba-b2653b7be959,Edge,MacOS,mobile,US,Hintonport,1,12.91,False
96446a3f-e8be-4c28-a059-c4863a12fd0b,amooney,purchase,2023-01-13 01:24:56,/product/16,e9e2317e-24f7-4b4f-98bd-1fead4b8817f,Firefox,MacOS,tablet,IN,Smithtown,6,114.43,False
1d1802ab-6fee-4a2a-be1f-f0c06f016fad,christopher65,purchase,2023-05-23 05:51:23,/product/3,e5038ca3-5382-488d-a350-77085a5a1b81,Edge,MacOS,mobile,US,Lake Douglasville,17,110.25,False
e6cad233-5d81-457e-b847-e87e4e8b3a1f,scottcatherine,page_view,2023-06-09 06:56:58,/product/57,8a93e5cc-3f26-4f01-9bdf-bbedbbc6e4f1,Edge,Windows,desktop,IN,West William,6,61.44,True
6b4e0acf-2a44-4fef-ac94-503f15f4388b,habbott,page_view,2023-08-23 22:14:36,/product/79,bad64bce-69d8-4da7-b8e2-654686074d45,Edge,iOS,tablet,AU,Lake Jennifer,16,72.37,True
c188c52f-dcc7-45e2-be9d-f21812d0e496,elizabethclark,purchase,2023-12-26 06:20:01,/product/59,b159087f-6d79-4c48-985a-282d27c7c9c5,Safari,Android,mobile,IN,North Christinechester,15,111.77,False
2206b901-68df-4090-b12c-cd28e31ed700,josephcindy,click,2023-03-21 08:24:41,/product/27,be251341-12cc-41ba-97a4-79ad2919a732,Edge,MacOS,desktop,CA,Samuelmouth,13,106.31,False
7c59c812-ac3f-46d3-83e1-e059c8142f7a,tyoung,page_view,2023-08-29 23:45:05,/product/22,867d5ad4-7771-4ccc-bbec-e416b801abb0,Safari,Android,mobile,CA,Carrbury,9,26.49,False
5fade166-f884-4ae1-8448-610558034e81,stevenperez,click,2023-08-04 10:00:05,/product/70,17f45b2f-0603-4dfb-bfbe-dfff67455fe8,Chrome,iOS,mobile,US,Morenoport,20,46.12,True
51dba969-5c16-4a95-b160-e24db70b3794,jamesaustin,add_to_cart,2023-12-01 04:33:27,/product/37,a637bb42-a702-46d0-98c0-43f4be57d8fc,Firefox,Windows,tablet,US,East Jordanchester,6,58.42,False
85a889bc-dbf5-456b-a97a-13b965fac53d,toddrobinson,click,2023-10-06 09:10:52,/product/5,f64985dc-6128-4f32-b957-012ccfd429cc,Safari,iOS,tablet,IN,Thomasburgh,5,40.48,False
ec4def00-5a50-4c2c-ae28-aca44d62a03b,vanderson,click,2023-05-12 00:59:24,/product/76,fa0e1cf4-818f-47e8-b835-3b53bb335e60,Edge,iOS,tablet,AU,West Tonyachester,14,20.08,False
262c1b86-ade1-4b0a-b78b-d423664896a0,william32,click,2023-08-11 15:30:49,/product/8,86e12130-9db7-43f6-a998-1a348329fd14,Firefox,Windows,mobile,CA,Lake Tamaraport,15,6.32,True
42bdbee3-e7a0-4fe2-8ee4-35f77bfd20a1,stevensonrichard,click,2023-05-16 23:11:23,/product/36,85c0d9ef-a04c-4083-9520-37348ec5ca91,Firefox,MacOS,mobile,US,Kerrberg,18,49.99,False
763da244-a169-43af-825a-02773c19477b,arnoldryan,add_to_cart,2023-05-06 18:33:14,/product/95,67f6c981-6dbe-4218-a37b-7c7e92dc108b,Firefox,iOS,mobile,IN,Margaretville,19,63.22,False
4e61ee19-5812-4bdd-8892-0a285367d6a1,catherine93,purchase,2023-08-03 11:35:27,/product/2,96550c2a-a8c6-4d3e-becc-0323446e5366,Safari,MacOS,tablet,CA,New Joshuaburgh,1,96.58,False
f4244369-fb59-4cde-9b8e-38a70db3cefc,lromero,page_view,2023-09-20 19:50:56,/product/76,44f64e5d-f1fa-426b-a9d0-effb8d851bc0,Safari,iOS,desktop,CA,North Patriciaberg,9,44.91,False
406c0dcf-56db-413c-b8ee-0f29c05a9292,cjacobs,page_view,2023-05-17 04:05:57,/product/100,78c6f0d0-1ffe-443f-b5c7-618ca7575081,Safari,iOS,tablet,US,Frenchmouth,14,49.95,False
474514fc-6826-4990-bfd4-41582b771cc6,hortonmegan,click,2023-12-10 01:41:44,/product/67,27f054d8-a851-414e-8dbd-ffdc617793b8,Safari,MacOS,mobile,CA,Foxmouth,4,119.04,True
efb4eca7-04bd-4e6c-8625-4866434a8fac,isimon,page_view,2023-06-20 21:59:57,/product/87,28a6256d-d2e0-4e66-882a-5cb3323f3c8b,Firefox,iOS,mobile,US,Shafferberg,9,44.75,True
eeeaa20c-31d3-4e00-ab47-4562392ac395,huffmanmichael,add_to_cart,2023-02-25 06:23:10,/product/80,2f2df18f-8197-47f1-9300-8952caabe25f,Safari,Android,desktop,UK,New Joy,13,114.83,False
68063e26-cf97-470f-aa09-17d1bd42599e,eedwards,add_to_cart,2023-06-18 17:18:26,/product/53,95642d69-44ff-4dc7-afcd-35dc837254e1,Chrome,MacOS,tablet,CA,Lake James,8,67.82,True
fa49bfd2-5eaa-46f2-9472-86ce85c9fe07,bradley83,click,2023-12-15 10:08:39,/product/13,a9900051-7411-4dc6-8a84-a2655402b5de,Edge,Android,tablet,UK,Lake Jeffreybury,17,106.59,False
14222e4f-e511-4dbe-bb5b-9dce973f9a1e,josephcarter,purchase,2023-10-16 08:56:55,/product/68,59641972-18ce-4de0-9ec7-b399d5729ca8,Edge,iOS,mobile,CA,Port Georgechester,2,46.22,True
74f1ce31-0ff4-47ca-b668-e705fce98e32,xmoore,add_to_cart,2023-06-27 08:14:42,/product/82,4f31c6fa-9112-4e05-809d-f49f93177dfd,Firefox,iOS,mobile,AU,New Richardland,14,82.71,False
693b9022-5750-475c-90f6-42286488ac92,pateljulie,purchase,2023-11-20 17:52:21,/product/52,1b974e95-a4b9-46a4-98c6-b9cd34147842,Chrome,Android,mobile,IN,South Sarahview,6,46.76,True
1b20b23b-4188-48a8-97b8-9f1fe4a7245b,victor03,page_view,2023-10-13 03:09:09,/product/37,88a6b4d4-0369-490f-a69b-66b1f87273d8,Chrome,Android,tablet,IN,New Rodneyport,7,28.31,True
40d5c426-a4dc-4842-9dd3-97b58cc64068,trowe,click,2023-10-10 17:15:21,/product/49,b94f8198-51c8-4033-b2f9-65e944c1dcd2,Firefox,Windows,tablet,US,Kellybury,12,26.58,True
15384966-96f4-43cd-a5ec-a0acae909425,spencerharper,page_view,2023-02-20 08:29:18,/product/65,d24c0bc7-db9b-4c47-b0e9-3943a73b5f07,Firefox,MacOS,desktop,US,Whitneymouth,20,33.06,False
91faf3e1-b4e0-475b-b09d-df04c985a53c,danielmitchell,purchase,2023-09-24 05:05:41,/product/12,bd78d3b7-83a1-416a-be3a-936de446f29c,Safari,MacOS,desktop,US,West Stephen,17,53.99,True
42273fc4-26db-429c-b6fb-aa89da48326b,feliciahall,click,2023-01-30 23:40:32,/product/44,a7fe8c29-ecc0-4239-981a-04b3198fd995,Chrome,iOS,tablet,US,Wallacechester,5,87.71,True
5764625d-ae11-4147-9d32-61688af848b6,wrightlisa,purchase,2023-12-16 08:09:02,/product/64,05527197-f91c-4407-8935-2ff08fa7d67d,Chrome,MacOS,desktop,CA,Loriberg,18,77.99,False
4e4c4093-d67c-4a0b-bcea-2d28279a82e9,gabriel77,add_to_cart,2023-12-26 13:58:47,/product/92,08244c36-5d35-4872-afb4-b663922503ff,Edge,Windows,desktop,CA,Longland,4,26.5,True
0efb335a-7c49-42f5-8f41-7acd7214741f,ihatfield,add_to_cart,2023-02-21 11:05:04,/product/92,d50a82e6-9234-4296-bd2f-f4240935408e,Chrome,Windows,tablet,CA,Port Rebecca,20,37.92,False
3696da62-a552-4321-8226-1ff9ff21929e,elizabethpark,add_to_cart,2023-03-28 16:00:04,/product/31,689c5c48-cd4c-4f37-9f59-ed795e8b083b,Edge,MacOS,tablet,CA,Elliotttown,11,31.41,False
7c8b8760-0507-4b21-80de-695db639d6de,ruizrobert,purchase,2023-05-20 21:59:39,/product/69,073d7215-8719-4c37-be35-09d3a1461432,Edge,MacOS,mobile,US,Burtonberg,2,52.77,False
460eda65-6953-4b5d-8a0d-8892f2804660,mossmichael,add_to_cart,2023-11-21 16:40:19,/product/34,1dd0505b-a0ec-4c03-8792-862a01728c99,Chrome,Android,desktop,CA,West Alexmouth,20,105.8,False
cc54e5e7-9ef1-4acc-94b5-3a7f54511618,evan67,click,2023-10-21 22:16:41,/product/29,a5041604-68be-48e9-b697-53194df0331f,Edge,MacOS,desktop,AU,Traceyview,3,66.21,True
17bcda2c-ba6b-4745-a9b5-87a5e2d7b82e,cheryljordan,page_view,2023-10-02 02:25:38,/product/58,f67d494c-4646-4923-b6d9-0050e29a6eb7,Firefox,iOS,desktop,UK,New Susan,2,1.01,False
bd160618-9408-492d-9950-59e04242c3fa,hardintodd,click,2023-12-26 04:11:16,/product/61,dd2df0db-8865-420a-a08a-d2fcd9ac1fc5,Safari,Android,tablet,US,Gutierrezmouth,4,51.31,True
c0a91d0c-7aa1-4e38-9864-4d66b7a669e8,mcgeepaul,add_to_cart,2023-12-08 14:22:44,/product/81,c1c54b8e-7d2c-4f2f-bd4f-34d7c31d315b,Safari,Windows,desktop,US,Ariasburgh,7,59.74,True
d33e2906-2f6c-4a0b-a5c6-59540c4349ab,bmiller,click,2023-08-21 23:52:53,/product/14,8d70c8b5-1e9a-4e97-b1db-82ff119e712f,Chrome,MacOS,tablet,CA,Jasmineland,20,25.05,False
2bd7a5ed-389b-443d-a3f7-fe421c08d02a,apena,page_view,2023-12-27 13:49:51,/product/9,18d0acc6-7290-4443-bac1-21bbb764afb6,Chrome,Android,desktop,AU,Jacksonstad,11,106.85,False
c56c349a-1277-4181-a88e-03f12b9ac46d,jacobsmith,page_view,2023-10-10 14:26:16,/product/23,57f97d7a-e71b-4e6c-8e9f-ddd67f3fc005,Chrome,Android,tablet,UK,East Juliehaven,7,4.6,False
d3e359a0-70b3-4242-a891-da77bfb7a764,maria10,add_to_cart,2023-08-15 01:14:04,/product/49,f85f5487-0755-4129-8adb-85ba5ca83d47,Edge,iOS,mobile,AU,Obrienview,1,35.23,False
b2c3fa51-c524-4cb8-ad74-dbc662438a07,edgar32,add_to_cart,2023-11-05 05:23:57,/product/48,216d5825-1382-4869-a393-676ba4ae8a87,Firefox,Android,mobile,CA,Duffyburgh,6,110.91,True
6cee500f-f902-475e-8cca-2d2673c52956,taylor08,add_to_cart,2023-09-16 02:41:00,/product/5,ed787282-11e8-4938-a458-22fdd5e9d430,Chrome,Android,mobile,AU,Port Justinview,12,77.7,False
bc025aad-17f9-49a5-aac1-51e8fe6f3e1d,david64,page_view,2023-05-19 15:01:07,/product/17,f11418c0-c327-4171-a151-88e14bd43232,Edge,MacOS,tablet,AU,Andrewbury,6,38.93,False
3a72a38e-3e0e-407b-bed1-4383c5dd5d47,ritakim,page_view,2023-12-15 07:32:48,/product/80,3e8e754e-1997-40f8-9a72-19d304dea7c3,Firefox,Windows,desktop,UK,Williamberg,9,33.49,True
f51bfb38-e018-48d4-97c0-5a70954fec1b,gbutler,click,2023-07-31 13:51:51,/product/75,4a8b560f-1f0c-4d4e-93c3-6d5eb1ce11ce,Safari,Windows,desktop,IN,Dorseyberg,6,81.95,True
d67e08a0-ee24-478a-8bf5-f84c99cebc68,karenburns,page_view,2023-03-10 06:06:15,/product/83,fcff715d-a450-4d15-9059-ffbb52f1ce0b,Safari,MacOS,mobile,IN,Nelsonview,14,94.95,False
e15e5a43-e67f-4e1d-ae5e-0cd65e1b19ac,michael85,page_view,2023-10-13 19:29:07,/product/46,4dfdf582-18f1-41f0-8650-ce925c5c361d,Chrome,iOS,tablet,AU,North Danielleland,9,24.14,True
d483b35c-1da5-434d-991d-1c6f6a363bb4,taylorcarlos,page_view,2023-03-14 00:32:59,/product/68,c030bf7e-f5b1-4b44-89f0-10cd7ba7b67b,Firefox,Android,tablet,AU,New Wandabury,3,115.14,True
2d3b5cc5-5607-496f-b419-a081d37cfa54,gbryant,add_to_cart,2023-07-04 10:42:16,/product/20,ac6e7394-4176-4fa7-ab6f-18370112f698,Edge,Android,desktop,CA,Aliciachester,19,73.89,False
b4293966-137d-4fae-a575-44bdcc4469ed,jack52,page_view,2023-11-22 14:45:02,/product/91,1ad4f13e-aa3a-4fc7-8c86-c3c7ae07285f,Chrome,MacOS,mobile,UK,Hallfurt,12,100.89,True
29157866-c4b3-45c5-8a10-b611b2960755,lisa96,click,2023-02-02 09:55:35,/product/40,3138b2e2-7a1b-4034-8910-e4663d81becb,Firefox,iOS,mobile,IN,North Brenda,8,83.15,False
6d0677b6-63bf-40fb-ae25-eb8c8fa45459,smithashley,add_to_cart,2023-09-29 02:48:08,/product/21,51c0ca59-f4ca-4f90-98c4-a2ab31700046,Safari,Windows,tablet,CA,Washingtonside,19,6.9,True
b9e41d30-f967-46db-a290-ea8df68b5023,joygraham,purchase,2023-07-13 18:06:31,/product/35,16b06bdb-4cd2-4d4e-9b61-78858f3d2d0f,Chrome,Windows,mobile,CA,Millershire,6,34.51,True
21475c7b-f694-41ab-ad1a-5aa7345a3ab4,swright,add_to_cart,2023-02-18 16:42:07,/product/25,7d2f2c1b-6ed2-4f79-8575-1a17c0e7c1a2,Firefox,Android,mobile,UK,New Dakota,9,98.7,False
47192891-1ad0-487c-bf35-86b67ee2fb07,collinsnoah,click,2023-09-02 14:57:16,/product/89,a21fb7e7-8a38-4b85-a205-88518b03ed79,Safari,Android,mobile,UK,Harrisside,3,7.72,False
a6250f04-dd74-413b-b188-fc8700b2856c,edwin78,click,2023-01-29 15:22:01,/product/59,29545c08-ed20-4e26-94f8-07308b6090c9,Safari,iOS,tablet,IN,South Alexfurt,6,77.16,False
bd2f6656-2e5a-4d84-abdb-f44c013fe732,duncanmaria,add_to_cart,2023-02-21 20:03:41,/product/10,1ed7d243-fa49-49bc-9867-adc6052bb367,Safari,Windows,tablet,UK,Glassburgh,7,3.64,True
acb05899-c612-4d25-86be-33ee4b502298,carrillogary,page_view,2023-03-13 09:58:48,/product/22,9a634375-3eb2-47fa-9537-b2dc48754a7b,Firefox,iOS,tablet,IN,Boyerfort,6,102.35,False
2d8d6dd5-a787-4bb3-b317-e466cd440aab,marshallmelinda,add_to_cart,2023-08-19 07:46:52,/product/30,224f1872-0855-4685-a119-02641ab9a2b2,Firefox,MacOS,mobile,AU,Jeffreymouth,8,1.69,False
4ea89f8c-ff4b-49c2-ab31-7cf932ae7e55,rodneylogan,add_to_cart,2023-02-16 17:38:30,/product/83,2ba18ace-2d7c-48c6-97f5-74ed119eb4f1,Firefox,MacOS,mobile,CA,Daniellefurt,8,68.77,False
237aa860-65bb-4f03-922b-94f6e4989fc0,starkjoseph,click,2023-08-26 20:39:01,/product/95,a8afd52a-70f0-42a7-be30-4ee5d44b6832,Safari,Android,mobile,UK,Johnstonborough,13,63.53,False
0314f8c6-71bd-4e0d-bed7-c96bbdd1ab9e,rodgersmitchell,add_to_cart,2023-11-19 14:34:42,/product/58,a09f4186-e84a-40f0-a75b-d89b32638e9f,Edge,iOS,desktop,AU,Popeville,16,61.01,False
bd5af96f-e150-4b66-99f4-866ed976373d,larry02,click,2023-02-23 22:37:12,/product/60,3e7ee921-33ce-46b7-86af-2f0b496ab91b,Firefox,MacOS,mobile,IN,Patrickview,4,112.89,False
b2f31652-3753-42d9-8da4-d632b2821282,nicolelozano,click,2023-12-13 17:57:57,/product/3,1be73adf-acad-49ea-8b75-ad334def1469,Safari,iOS,mobile,AU,Lake Melissa,6,108.44,True
ec1d69f9-e9ac-46eb-9d7f-2a419f805853,aprilstevens,click,2023-09-03 08:16:27,/product/6,238a0854-9569-4582-b2aa-2fdc1f8feeec,Edge,Windows,tablet,IN,Joshualand,8,48.02,True
03d946f9-e2c8-4eff-ad1f-392efc3ba046,williamsmichael,click,2023-12-22 08:29:18,/product/62,efb27cbe-27c4-46d7-a57a-9ff29df25c50,Edge,MacOS,desktop,IN,East Amy,16,89.98,True
5d66481d-bb3d-4545-a37b-04c7f381a3b6,garymcgee,add_to_cart,2023-10-09 13:17:18,/product/58,2c7fed1b-bbd6-4979-a49e-9a77c14437bd,Chrome,Windows,tablet,UK,North Maria,5,113.01,True
076dd3ea-76f7-4e9e-8c1e-759f98818814,olsonvicki,purchase,2023-03-08 09:36:00,/product/5,e7f9ec7f-97ee-47c9-9e23-c126e4063250,Firefox,Android,tablet,UK,North Katelynton,5,6.52,False
fc1faebe-c463-465e-80ec-c9bcd1deb1f0,kthornton,purchase,2023-02-28 09:01:20,/product/87,d0fd267f-2e45-4731-828e-1e4c4ac7b8a4,Safari,MacOS,desktop,CA,Seanburgh,3,6.73,True
780c1571-8271-4116-bd9f-7e9d89f0aa4d,qstevens,click,2023-04-17 12:06:28,/product/95,46ed9b57-f62d-4ebd-807e-a3dbc235f567,Safari,MacOS,tablet,CA,Port Rachel,2,58.32,True
cf2733b7-8263-420e-befa-333d0f30eede,gutierrezblake,purchase,2023-01-09 20:05:06,/product/2,4a1e828c-a22d-4571-8068-3e58833a166f,Firefox,iOS,desktop,UK,Port Karlaland,3,28.2,False
8cd13a86-b13e-4df8-8cdd-be87a91665f0,gdaniel,add_to_cart,2023-07-11 01:12:33,/product/94,dbba5646-e5f0-402f-83aa-4f3ddd0dad1e,Chrome,Windows,tablet,AU,North Heather,14,81.22,True
ad1b755b-ccbb-4911-af89-74b282d7ab45,antonio62,purchase,2023-10-26 15:38:16,/product/31,a939c63e-8c8f-4e2f-8965-87afbd4123a3,Edge,MacOS,mobile,AU,Susanshire,3,78.17,True
731d88bf-8170-4737-a2ad-bc0b7072aeb1,cunninghamrobert,add_to_cart,2023-09-17 05:41:45,/product/91,6436e5dd-6e1c-47c2-810f-ff6ace0e8567,Edge,Android,desktop,IN,Douglaston,4,24.58,False
bbf4481a-f337-41ab-bff5-be6330773dac,halldebra,click,2023-02-13 05:38:31,/product/94,eb3765f8-6758-4ac4-bcbe-ccee90f08454,Safari,iOS,desktop,UK,East Jennaton,14,103.04,False
2d14908c-5a7a-42a4-937e-10646bf122e8,millerjohn,purchase,2023-03-02 15:34:20,/product/71,d1a1fd74-e382-4031-ace8-d3485e55f5a3,Firefox,Android,mobile,UK,Port Regina,14,84.26,True
faba12b1-48dc-4008-99a0-82d677d5e0cf,jessicascott,add_to_cart,2023-06-06 15:33:28,/product/58,e6648a09-16cc-423a-8bc2-649e3d8071fa,Edge,iOS,tablet,CA,Chambersborough,1,117.11,False
ff80e5a4-ea9d-4520-8798-01f998c4d3c2,qlittle,click,2023-04-18 18:14:52,/product/56,c088f2ea-6095-4b13-87de-34f6d5106546,Safari,iOS,mobile,IN,West Caitlin,17,38.93,False
f9faeceb-9bc8-4538-8d98-f75ded635501,njones,purchase,2023-10-22 23:13:21,/product/77,b33aeba9-5b39-4c80-b4e5-484fb00a6a0f,Edge,Android,tablet,CA,East Jill,11,117.65,True
